AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,>50K
66.0,2.0,22.0,1,420.0,25.0,1.0,35.0,1,1.0,1
53.0,2.0,20.0,1,5740.0,33.0,0.0,43.0,1,1.0,1
27.0,1.0,20.0,0,630.0,33.0,0.0,45.0,1,1.0,1
32.0,3.0,20.0,1,2545.0,33.0,0.0,35.0,1,1.0,0
29.0,1.0,21.0,0,51.0,25.0,0.0,43.0,1,1.0,1
26.0,2.0,21.0,1,2014.0,36.0,0.0,38.0,1,1.0,0
49.0,1.0,16.0,1,9130.0,10.0,0.0,50.0,0,9.0,1
73.0,1.0,14.0,0,4720.0,33.0,0.0,23.0,1,1.0,0
58.0,1.0,20.0,1,7140.0,25.0,0.0,48.0,0,1.0,1
29.0,1.0,16.0,1,2300.0,33.0,1.0,38.0,1,1.0,0
32.0,1.0,19.0,0,4010.0,25.0,2.0,45.0,0,1.0,1
40.0,1.0,19.0,1,440.0,26.0,0.0,50.0,1,2.0,1
57.0,2.0,18.0,1,4700.0,42.0,0.0,40.0,0,1.0,1
37.0,6.0,16.0,0,6260.0,33.0,13.0,50.0,0,1.0,0
57.0,1.0,18.0,0,52.0,25.0,0.0,40.0,1,1.0,1
40.0,1.0,20.0,1,1021.0,23.0,1.0,40.0,1,1.0,1
39.0,5.0,22.0,0,565.0,6.0,0.0,40.0,1,1.0,1
33.0,1.0,20.0,0,8250.0,34.0,0.0,40.0,1,1.0,1
72.0,2.0,22.0,0,350.0,33.0,0.0,25.0,1,1.0,1
52.0,2.0,22.0,1,3255.0,36.0,0.0,35.0,1,1.0,1
56.0,2.0,20.0,1,2050.0,50.0,0.0,15.0,1,1.0,0
18.0,1.0,16.0,0,4600.0,33.0,2.0,8.0,0,1.0,0
49.0,1.0,16.0,1,6230.0,25.0,1.0,40.0,0,1.0,1
41.0,1.0,19.0,0,8990.0,33.0,0.0,45.0,0,1.0,1
25.0,2.0,21.0,0,3255.0,33.0,12.0,36.0,0,1.0,1
51.0,1.0,16.0,0,910.0,25.0,0.0,50.0,0,1.0,1
41.0,1.0,18.0,1,110.0,51.0,0.0,48.0,1,1.0,1
42.0,6.0,16.0,1,9130.0,33.0,9.0,50.0,0,1.0,0
48.0,7.0,21.0,1,735.0,9.0,0.0,40.0,0,1.0,0
24.0,1.0,19.0,0,7130.0,25.0,0.0,50.0,1,1.0,0
36.0,5.0,18.0,1,1555.0,33.0,0.0,40.0,1,1.0,1
50.0,6.0,22.0,1,850.0,53.0,0.0,40.0,0,1.0,1
71.0,1.0,20.0,1,4760.0,36.0,0.0,30.0,0,1.0,0
52.0,5.0,22.0,1,630.0,33.0,0.0,40.0,1,1.0,1
53.0,1.0,20.0,1,1021.0,33.0,0.0,40.0,0,1.0,1
25.0,1.0,19.0,0,2545.0,25.0,13.0,30.0,1,1.0,0
43.0,1.0,19.0,1,1021.0,33.0,0.0,40.0,0,1.0,1
64.0,1.0,17.0,1,4950.0,33.0,0.0,35.0,1,1.0,0
61.0,1.0,21.0,0,140.0,22.0,5.0,40.0,0,1.0,0
65.0,1.0,18.0,1,5240.0,33.0,0.0,40.0,0,1.0,1
38.0,6.0,19.0,1,6230.0,33.0,0.0,30.0,0,1.0,0
28.0,1.0,21.0,1,1021.0,21.0,1.0,40.0,0,1.0,1
46.0,3.0,16.0,0,5110.0,9.0,13.0,40.0,1,1.0,1
57.0,3.0,18.0,1,2320.0,25.0,0.0,45.0,0,1.0,1
35.0,1.0,16.0,0,6240.0,33.0,0.0,55.0,0,1.0,0
46.0,3.0,19.0,1,6355.0,312.0,0.0,50.0,0,1.0,1
58.0,6.0,18.0,1,6230.0,33.0,0.0,40.0,0,1.0,1
65.0,1.0,20.0,1,3255.0,1.0,1.0,24.0,1,1.0,0
53.0,6.0,17.0,1,6515.0,6.0,0.0,30.0,0,1.0,0
63.0,3.0,16.0,1,9005.0,33.0,1.0,25.0,0,1.0,1
51.0,1.0,21.0,1,10.0,25.0,0.0,60.0,0,1.0,1
43.0,3.0,20.0,1,2310.0,25.0,0.0,34.0,1,1.0,0
55.0,1.0,21.0,1,8225.0,33.0,1.0,40.0,0,1.0,0
60.0,1.0,24.0,1,9030.0,36.0,0.0,80.0,0,1.0,1
57.0,1.0,19.0,0,1021.0,6.0,0.0,50.0,0,1.0,1
46.0,1.0,22.0,1,8990.0,25.0,0.0,50.0,0,1.0,1
65.0,1.0,19.0,0,120.0,23.0,13.0,47.0,1,1.0,1
35.0,3.0,22.0,1,2330.0,35.0,0.0,50.0,1,1.0,1
74.0,7.0,16.0,1,440.0,50.0,0.0,40.0,0,1.0,1
32.0,1.0,22.0,1,1530.0,36.0,0.0,45.0,0,1.0,1
56.0,3.0,21.0,1,3802.0,33.0,0.0,24.0,0,1.0,0
33.0,5.0,21.0,1,630.0,25.0,0.0,8.0,1,1.0,0
32.0,1.0,21.0,0,4760.0,33.0,0.0,40.0,1,1.0,0
60.0,2.0,20.0,1,3255.0,25.0,0.0,40.0,1,1.0,1
54.0,3.0,19.0,0,5320.0,33.0,0.0,37.0,1,1.0,1
36.0,1.0,19.0,0,4700.0,25.0,0.0,50.0,0,1.0,1
62.0,1.0,20.0,1,3725.0,33.0,1.0,50.0,0,1.0,1
53.0,2.0,21.0,1,1530.0,29.0,0.0,40.0,0,1.0,1
48.0,6.0,19.0,1,4510.0,33.0,1.0,36.0,1,1.0,0
54.0,2.0,16.0,1,5940.0,25.0,1.0,40.0,1,1.0,0
60.0,1.0,16.0,1,4110.0,25.0,1.0,30.0,1,1.0,0
29.0,2.0,22.0,1,2310.0,39.0,0.0,50.0,1,1.0,0
51.0,5.0,21.0,0,565.0,34.0,3.0,34.0,1,1.0,1
55.0,1.0,17.0,0,3603.0,33.0,16.0,20.0,0,1.0,0
29.0,2.0,22.0,0,410.0,36.0,0.0,40.0,0,1.0,1
58.0,1.0,16.0,1,2635.0,25.0,1.0,50.0,0,1.0,1
23.0,1.0,16.0,0,7750.0,33.0,2.0,40.0,0,1.0,0
47.0,4.0,18.0,1,5000.0,33.0,0.0,38.0,0,1.0,1
24.0,1.0,19.0,0,4760.0,48.0,13.0,40.0,0,1.0,0
31.0,1.0,21.0,0,4820.0,33.0,0.0,50.0,0,1.0,1
48.0,1.0,21.0,0,3424.0,33.0,0.0,32.0,1,1.0,1
51.0,1.0,19.0,1,710.0,9.0,0.0,40.0,1,1.0,1
51.0,7.0,16.0,1,4220.0,8.0,0.0,55.0,0,1.0,1
19.0,2.0,19.0,0,4622.0,36.0,17.0,56.0,1,1.0,0
29.0,1.0,19.0,1,800.0,33.0,1.0,45.0,1,1.0,1
22.0,1.0,19.0,0,4000.0,36.0,15.0,50.0,1,1.0,0
25.0,1.0,18.0,0,7320.0,33.0,13.0,40.0,0,1.0,0
59.0,1.0,21.0,0,220.0,50.0,0.0,50.0,0,1.0,1
25.0,2.0,21.0,0,420.0,33.0,0.0,40.0,0,1.0,0
87.0,6.0,16.0,1,6230.0,33.0,1.0,3.0,0,1.0,0
71.0,1.0,19.0,0,2360.0,9.0,0.0,15.0,0,1.0,0
81.0,1.0,21.0,1,9130.0,42.0,0.0,10.0,0,1.0,1
28.0,1.0,20.0,0,4000.0,25.0,12.0,40.0,0,1.0,0
63.0,1.0,17.0,1,7700.0,360.0,0.0,60.0,1,1.0,1
31.0,1.0,19.0,0,4230.0,33.0,2.0,20.0,1,1.0,0
48.0,1.0,16.0,0,6700.0,23.0,15.0,45.0,0,1.0,1
47.0,1.0,21.0,1,440.0,33.0,0.0,43.0,0,1.0,1
48.0,6.0,19.0,1,1410.0,138.0,1.0,40.0,0,1.0,1
43.0,1.0,22.0,1,5240.0,36.0,1.0,50.0,0,1.0,1
34.0,3.0,21.0,0,340.0,140.0,0.0,50.0,0,1.0,1
38.0,1.0,19.0,0,20.0,25.0,0.0,45.0,1,1.0,1
42.0,2.0,21.0,0,1065.0,33.0,0.0,25.0,1,1.0,0
27.0,1.0,21.0,0,1050.0,36.0,0.0,40.0,0,1.0,0
65.0,1.0,16.0,1,4710.0,33.0,0.0,46.0,0,1.0,1
58.0,2.0,16.0,1,3515.0,33.0,1.0,45.0,1,1.0,0
50.0,1.0,21.0,1,1021.0,51.0,1.0,40.0,1,1.0,1
59.0,1.0,18.0,1,1555.0,25.0,0.0,40.0,1,1.0,0
60.0,1.0,21.0,1,4810.0,25.0,0.0,50.0,0,1.0,1
44.0,1.0,16.0,1,4700.0,50.0,1.0,38.0,0,1.0,0
61.0,2.0,21.0,1,3255.0,26.0,1.0,24.0,1,1.0,0
53.0,1.0,16.0,1,4000.0,33.0,1.0,50.0,0,1.0,0
33.0,1.0,20.0,1,4000.0,240.0,10.0,52.0,1,6.0,0
43.0,2.0,17.0,1,2825.0,25.0,1.0,46.0,1,1.0,0
40.0,1.0,21.0,1,1021.0,119.0,1.0,40.0,0,1.0,1
33.0,1.0,21.0,1,960.0,25.0,1.0,40.0,1,9.0,1
48.0,6.0,21.0,1,4920.0,25.0,0.0,40.0,1,1.0,0
64.0,1.0,19.0,1,9030.0,33.0,0.0,25.0,0,1.0,1
60.0,1.0,18.0,1,9645.0,34.0,1.0,20.0,0,1.0,0
32.0,2.0,23.0,1,3090.0,25.0,0.0,65.0,1,1.0,1
57.0,4.0,16.0,1,6200.0,55.0,0.0,40.0,0,1.0,1
29.0,1.0,21.0,0,705.0,25.0,13.0,45.0,1,1.0,1
34.0,5.0,20.0,0,7220.0,36.0,0.0,50.0,0,1.0,1
38.0,1.0,17.0,1,9130.0,20.0,9.0,70.0,0,1.0,0
70.0,3.0,16.0,1,9720.0,33.0,0.0,10.0,0,1.0,0
25.0,1.0,17.0,0,4510.0,25.0,0.0,40.0,1,1.0,0
63.0,1.0,21.0,1,5260.0,25.0,1.0,40.0,1,1.0,1
17.0,1.0,14.0,1,4720.0,33.0,2.0,8.0,1,1.0,0
50.0,1.0,18.0,1,8740.0,25.0,1.0,40.0,1,1.0,0
40.0,1.0,16.0,0,6260.0,33.0,0.0,50.0,0,1.0,1
54.0,1.0,21.0,1,4760.0,33.0,0.0,55.0,0,1.0,1
32.0,1.0,20.0,0,7700.0,37.0,12.0,50.0,0,1.0,0
47.0,3.0,22.0,1,2330.0,368.0,1.0,40.0,1,8.0,1
68.0,1.0,20.0,0,4720.0,36.0,0.0,18.0,1,1.0,0
51.0,1.0,16.0,1,9130.0,25.0,1.0,70.0,0,1.0,1
33.0,6.0,16.0,0,4510.0,33.0,13.0,40.0,1,1.0,0
33.0,1.0,19.0,1,7360.0,9.0,1.0,84.0,0,1.0,1
63.0,1.0,16.0,1,5740.0,33.0,0.0,40.0,1,1.0,0
36.0,2.0,19.0,1,440.0,33.0,1.0,30.0,1,1.0,0
31.0,2.0,21.0,1,120.0,33.0,0.0,40.0,1,1.0,0
63.0,2.0,18.0,1,5740.0,23.0,0.0,40.0,1,1.0,0
63.0,1.0,21.0,1,5000.0,9.0,0.0,40.0,0,1.0,1
60.0,2.0,23.0,1,3090.0,6.0,0.0,52.0,0,1.0,1
60.0,1.0,20.0,1,3820.0,6.0,0.0,40.0,0,1.0,1
18.0,1.0,16.0,0,4030.0,25.0,17.0,35.0,0,1.0,0
57.0,1.0,16.0,1,310.0,243.0,0.0,70.0,0,1.0,1
58.0,1.0,22.0,0,4030.0,25.0,2.0,40.0,1,1.0,0
35.0,1.0,16.0,1,340.0,33.0,0.0,40.0,1,1.0,0
49.0,1.0,20.0,1,8140.0,50.0,0.0,46.0,0,1.0,1
35.0,1.0,21.0,1,1050.0,229.0,0.0,40.0,1,6.0,1
40.0,1.0,21.0,1,440.0,33.0,1.0,20.0,1,1.0,0
60.0,1.0,16.0,0,5940.0,34.0,12.0,40.0,1,1.0,1
39.0,3.0,23.0,1,2310.0,23.0,1.0,40.0,1,1.0,1
31.0,1.0,20.0,1,51.0,33.0,1.0,40.0,1,1.0,0
36.0,1.0,16.0,0,4020.0,33.0,16.0,45.0,0,1.0,1
57.0,3.0,21.0,1,10.0,40.0,0.0,40.0,1,1.0,0
52.0,1.0,20.0,1,5940.0,25.0,0.0,50.0,1,1.0,1
69.0,1.0,16.0,1,7950.0,25.0,0.0,15.0,0,1.0,0
27.0,6.0,16.0,0,4600.0,25.0,0.0,5.0,1,1.0,0
46.0,1.0,20.0,1,9645.0,33.0,1.0,40.0,1,1.0,0
65.0,3.0,21.0,1,2545.0,9.0,1.0,37.0,1,1.0,0
64.0,1.0,11.0,1,7700.0,110.0,1.0,60.0,1,1.0,0
69.0,1.0,21.0,0,1050.0,33.0,0.0,42.0,1,1.0,1
46.0,1.0,21.0,1,4820.0,33.0,0.0,40.0,0,1.0,1
53.0,3.0,16.0,1,3740.0,33.0,0.0,52.0,0,1.0,1
41.0,7.0,19.0,1,440.0,25.0,0.0,65.0,0,1.0,1
31.0,1.0,23.0,0,1065.0,44.0,2.0,50.0,0,1.0,1
50.0,2.0,21.0,1,3255.0,25.0,1.0,40.0,1,1.0,1
43.0,3.0,22.0,1,2330.0,51.0,1.0,40.0,1,1.0,1
38.0,2.0,19.0,1,4700.0,33.0,1.0,8.0,1,1.0,0
62.0,1.0,16.0,1,5740.0,33.0,1.0,45.0,1,1.0,0
35.0,1.0,22.0,1,1021.0,25.0,1.0,40.0,0,1.0,1
58.0,1.0,19.0,1,8910.0,25.0,0.0,40.0,0,1.0,1
59.0,1.0,16.0,1,1555.0,9.0,1.0,40.0,0,1.0,0
63.0,1.0,22.0,1,1021.0,25.0,0.0,45.0,0,1.0,1
51.0,5.0,21.0,1,440.0,17.0,0.0,40.0,1,1.0,1
57.0,1.0,20.0,1,6230.0,25.0,0.0,40.0,0,1.0,1
51.0,1.0,17.0,1,4020.0,33.0,1.0,16.0,1,1.0,0
56.0,1.0,15.0,0,9130.0,33.0,0.0,40.0,0,1.0,1
51.0,1.0,22.0,1,120.0,33.0,1.0,40.0,1,1.0,1
49.0,1.0,17.0,0,9130.0,23.0,0.0,40.0,0,1.0,1
36.0,2.0,18.0,1,3545.0,33.0,0.0,24.0,1,1.0,0
46.0,3.0,22.0,1,2310.0,23.0,1.0,40.0,1,1.0,1
27.0,1.0,23.0,1,2100.0,19.0,0.0,50.0,1,1.0,1
45.0,1.0,21.0,1,1430.0,210.0,0.0,40.0,0,6.0,1
27.0,1.0,19.0,1,9620.0,33.0,1.0,40.0,1,1.0,0
26.0,1.0,16.0,1,7640.0,33.0,0.0,50.0,0,1.0,1
75.0,2.0,21.0,1,4655.0,25.0,1.0,16.0,1,1.0,0
31.0,6.0,20.0,1,6230.0,33.0,0.0,40.0,0,1.0,0
21.0,1.0,16.0,0,6050.0,25.0,15.0,36.0,1,1.0,0
62.0,1.0,18.0,1,1050.0,36.0,0.0,40.0,0,1.0,1
47.0,1.0,20.0,0,5610.0,42.0,2.0,40.0,0,1.0,0
51.0,1.0,22.0,1,110.0,34.0,0.0,50.0,0,1.0,1
25.0,4.0,21.0,0,3050.0,50.0,0.0,40.0,0,1.0,1
59.0,2.0,20.0,1,2805.0,25.0,0.0,30.0,0,1.0,0
25.0,1.0,16.0,1,9645.0,33.0,2.0,40.0,0,1.0,0
41.0,1.0,21.0,1,4800.0,33.0,1.0,45.0,1,1.0,1
48.0,6.0,16.0,0,6410.0,33.0,0.0,40.0,0,1.0,1
61.0,7.0,20.0,1,4760.0,50.0,1.0,40.0,0,1.0,0
55.0,1.0,16.0,1,7640.0,25.0,0.0,40.0,0,1.0,1
77.0,1.0,22.0,1,4700.0,9.0,0.0,15.0,1,1.0,0
61.0,1.0,16.0,1,5120.0,33.0,1.0,12.0,1,1.0,0
42.0,1.0,19.0,1,5860.0,12.0,2.0,40.0,1,1.0,0
59.0,2.0,22.0,1,3401.0,33.0,0.0,36.0,1,1.0,0
58.0,1.0,17.0,1,8030.0,6.0,0.0,50.0,0,1.0,1
30.0,2.0,14.0,0,4350.0,33.0,0.0,55.0,1,1.0,0
20.0,1.0,19.0,0,4760.0,25.0,17.0,25.0,0,1.0,0
65.0,1.0,16.0,0,150.0,33.0,5.0,42.0,0,1.0,1
54.0,1.0,19.0,0,4900.0,48.0,0.0,40.0,1,1.0,1
57.0,1.0,16.0,1,5510.0,25.0,0.0,6.0,0,1.0,0
50.0,3.0,21.0,1,2016.0,33.0,0.0,30.0,1,1.0,0
81.0,2.0,18.0,1,5400.0,11.0,0.0,15.0,0,1.0,0
18.0,6.0,18.0,0,4220.0,364.0,17.0,3.0,1,1.0,0
39.0,1.0,18.0,0,2300.0,33.0,15.0,35.0,1,1.0,0
26.0,1.0,21.0,0,1360.0,33.0,0.0,55.0,0,1.0,1
62.0,1.0,16.0,1,3930.0,25.0,1.0,36.0,0,1.0,0
65.0,1.0,22.0,1,110.0,34.0,0.0,40.0,0,1.0,1
19.0,2.0,19.0,0,5400.0,25.0,17.0,32.0,1,1.0,0
35.0,1.0,16.0,1,7130.0,33.0,9.0,50.0,0,1.0,0
24.0,1.0,22.0,0,800.0,33.0,2.0,40.0,1,1.0,1
27.0,1.0,21.0,1,2310.0,33.0,0.0,45.0,0,1.0,0
66.0,1.0,17.0,0,8740.0,36.0,0.0,10.0,1,1.0,0
39.0,1.0,21.0,1,910.0,33.0,0.0,45.0,1,1.0,1
18.0,3.0,18.0,0,3960.0,36.0,17.0,50.0,0,1.0,0
51.0,1.0,16.0,1,3500.0,9.0,0.0,40.0,1,1.0,0
34.0,7.0,16.0,1,220.0,33.0,1.0,40.0,0,1.0,1
66.0,1.0,21.0,0,7720.0,15.0,0.0,28.0,0,9.0,1
29.0,2.0,24.0,1,2205.0,25.0,0.0,40.0,1,1.0,1
37.0,1.0,21.0,1,1050.0,23.0,0.0,40.0,0,1.0,1
22.0,1.0,21.0,0,1021.0,33.0,2.0,40.0,0,1.0,0
32.0,3.0,22.0,1,2001.0,25.0,1.0,40.0,1,1.0,0
51.0,1.0,20.0,1,3930.0,24.0,0.0,40.0,0,1.0,0
57.0,1.0,15.0,1,6230.0,9.0,1.0,40.0,0,1.0,0
40.0,4.0,22.0,1,10.0,17.0,0.0,50.0,1,1.0,1
40.0,1.0,18.0,1,3430.0,33.0,0.0,45.0,1,1.0,0
61.0,4.0,16.0,0,5810.0,33.0,0.0,40.0,0,1.0,0
38.0,1.0,21.0,1,5240.0,25.0,0.0,36.0,1,1.0,1
35.0,1.0,21.0,1,440.0,35.0,1.0,48.0,1,1.0,1
61.0,7.0,24.0,1,1021.0,6.0,1.0,80.0,0,1.0,0
59.0,6.0,24.0,1,310.0,25.0,1.0,50.0,0,1.0,0
31.0,1.0,13.0,0,705.0,33.0,0.0,30.0,1,1.0,0
59.0,3.0,13.0,1,4220.0,33.0,1.0,32.0,1,1.0,0
37.0,1.0,21.0,0,800.0,33.0,0.0,40.0,1,1.0,1
56.0,1.0,22.0,1,850.0,25.0,2.0,40.0,1,1.0,1
50.0,1.0,19.0,1,350.0,25.0,0.0,40.0,1,1.0,0
61.0,3.0,22.0,1,3255.0,36.0,0.0,40.0,1,1.0,1
63.0,1.0,22.0,1,565.0,19.0,0.0,45.0,0,1.0,1
68.0,4.0,22.0,1,2205.0,1.0,1.0,15.0,0,1.0,1
51.0,1.0,19.0,1,3645.0,33.0,1.0,40.0,1,1.0,0
47.0,6.0,23.0,1,2100.0,33.0,0.0,45.0,1,1.0,0
34.0,1.0,20.0,1,4110.0,33.0,0.0,20.0,1,1.0,0
51.0,6.0,21.0,1,2330.0,34.0,1.0,20.0,1,1.0,0
50.0,5.0,16.0,0,565.0,33.0,0.0,40.0,1,1.0,1
24.0,1.0,19.0,0,4251.0,33.0,2.0,50.0,0,1.0,0
59.0,1.0,19.0,0,3500.0,25.0,6.0,40.0,1,1.0,0
37.0,1.0,23.0,1,2100.0,33.0,1.0,60.0,0,1.0,1
47.0,1.0,17.0,1,6442.0,25.0,0.0,48.0,0,1.0,1
55.0,1.0,20.0,1,2145.0,33.0,0.0,45.0,1,1.0,0
62.0,7.0,9.0,1,4710.0,224.0,0.0,40.0,0,1.0,0
69.0,1.0,16.0,0,4700.0,25.0,0.0,35.0,1,1.0,1
55.0,1.0,16.0,1,9130.0,44.0,1.0,45.0,0,1.0,0
34.0,1.0,16.0,1,5860.0,33.0,1.0,40.0,1,1.0,0
61.0,6.0,20.0,1,1360.0,25.0,0.0,55.0,0,1.0,1
50.0,1.0,16.0,1,7720.0,247.0,1.0,40.0,1,6.0,1
28.0,1.0,10.0,1,6260.0,312.0,16.0,16.0,0,1.0,0
33.0,1.0,21.0,1,1610.0,25.0,1.0,40.0,0,1.0,1
48.0,1.0,11.0,1,8140.0,247.0,1.0,40.0,1,6.0,0
44.0,1.0,16.0,1,9130.0,33.0,1.0,40.0,0,1.0,1
19.0,3.0,19.0,0,4622.0,33.0,2.0,20.0,1,1.0,0
24.0,1.0,13.0,0,3550.0,42.0,15.0,40.0,0,9.0,0
41.0,3.0,21.0,1,3870.0,25.0,0.0,60.0,0,1.0,1
38.0,1.0,21.0,1,110.0,23.0,0.0,45.0,0,1.0,1
43.0,1.0,20.0,1,7340.0,33.0,1.0,40.0,0,1.0,1
72.0,6.0,20.0,1,4820.0,25.0,1.0,10.0,1,1.0,0
64.0,3.0,21.0,1,2545.0,33.0,0.0,40.0,1,1.0,0
39.0,4.0,22.0,1,2300.0,33.0,1.0,35.0,1,1.0,1
59.0,6.0,21.0,0,4920.0,25.0,0.0,65.0,1,1.0,1
52.0,1.0,21.0,1,120.0,25.0,1.0,60.0,0,1.0,1
64.0,1.0,20.0,0,310.0,33.0,0.0,55.0,1,1.0,0
48.0,5.0,21.0,1,5000.0,44.0,1.0,40.0,1,1.0,1
26.0,1.0,20.0,1,4850.0,33.0,0.0,38.0,1,1.0,0
68.0,1.0,20.0,0,6230.0,33.0,0.0,32.0,0,1.0,1
44.0,1.0,19.0,1,4850.0,10.0,0.0,50.0,0,1.0,0
56.0,1.0,20.0,1,1410.0,25.0,1.0,40.0,0,1.0,1
68.0,2.0,15.0,1,5740.0,138.0,0.0,30.0,1,1.0,1
63.0,1.0,16.0,1,7905.0,25.0,0.0,40.0,0,1.0,1
48.0,3.0,21.0,1,3710.0,33.0,0.0,50.0,0,1.0,1
60.0,1.0,16.0,1,4720.0,25.0,1.0,28.0,1,1.0,0
28.0,1.0,22.0,0,2710.0,33.0,0.0,46.0,0,1.0,1
50.0,1.0,16.0,1,4700.0,25.0,1.0,40.0,1,1.0,0
22.0,2.0,18.0,0,3602.0,25.0,0.0,32.0,0,1.0,0
41.0,2.0,21.0,1,3255.0,36.0,1.0,38.0,1,1.0,1
24.0,1.0,19.0,0,2640.0,207.0,17.0,19.0,0,6.0,0
39.0,1.0,23.0,1,3090.0,39.0,0.0,50.0,0,1.0,1
38.0,1.0,21.0,1,4700.0,25.0,0.0,40.0,0,1.0,1
18.0,1.0,16.0,0,4720.0,33.0,2.0,20.0,0,1.0,0
41.0,2.0,21.0,1,2050.0,55.0,1.0,30.0,1,1.0,0
31.0,3.0,23.0,1,2320.0,25.0,1.0,40.0,1,1.0,0
70.0,1.0,16.0,0,9130.0,50.0,0.0,20.0,0,1.0,0
48.0,1.0,17.0,1,5240.0,31.0,0.0,42.0,0,1.0,0
41.0,1.0,16.0,1,2722.0,33.0,0.0,24.0,1,1.0,0
72.0,1.0,20.0,1,4220.0,25.0,0.0,30.0,0,1.0,1
62.0,1.0,24.0,1,3050.0,36.0,0.0,40.0,0,1.0,1
57.0,3.0,13.0,1,6730.0,33.0,1.0,40.0,0,1.0,1
65.0,2.0,19.0,1,3630.0,11.0,0.0,30.0,1,1.0,0
63.0,1.0,22.0,0,300.0,25.0,0.0,48.0,0,1.0,1
61.0,2.0,17.0,1,1555.0,12.0,0.0,40.0,1,1.0,1
57.0,1.0,21.0,1,5740.0,25.0,0.0,30.0,1,1.0,0
